sentiment,text
0.0,"(مرعبه,)"
0.0,"(حوه,)"
0.0,"(ممكن, اسال, سؤاااال)"
0.0,"(هلزقو, على, قفى, صحبة, هههههههه)"
0.0,"(انا,)"
0.0,"(احمر,)"
0.0,"(عزبه, الغول)"
0.0,"(بريطانيا,)"
0.0,"(روما,)"
-9.0,"(شعب, متخلف, الخليج, كله, راكب, عربيات, هيونداي, ومحدش, بيشتكي, منها, مفيش, غير, الشعب, المصري, البيفتي, ويعيب, ف, كل, حاجه, شعب, كريه)"
0.0,"(أكيد, إلى, راكب, عربية, هيونداي)"
0.0,"(أنا, كمان)"
0.0,"(اناااااااااااااا,)"
-2.0,"(فظيعه,)"
0.0,"(ابعتوا, لي, واحده, عشان, اقول, لكم, اخبارها, ايه)"
0.0,"(ممكن, واحدة, هدية)"
0.0,"(فظيعة, وهتعمل, ضجة, بس, انتو, نزلوها)"
0.0,"(امكانيتها, اية, وسعرها, كام)"
2.0,"(حجم, العربيه, صغير, وبالتالي, مافيش, سبات, وتزان, بعد)"
0.0,"(كوبية,)"
0.0,"(هونداي, ايش)"
0.0,"(ايش, اسمها)"
2.0,"(حلو, جدا)"
0.0,"(النترا, رووووووووعه)"
0.0,"(فيرنا,)"
0.0,"(نيو, النترا)"
0.0,"(اكسنت, جديد)"
0.0,"(النترا,)"
0.0,"(النترا, كوبية)"
0.0,"(ا, لنترا)"
2.0,"(مذهلة, جديدة)"
2.0,"(في, رأيي, هيونداي, هي, افضل, شركة, للسيارات, في, مصر)"
0.0,"(ررررررررررررروعة, .., ما, تدوهاني)"
2.0,"(حلوه,)"
0.0,"(مش, هعمل, حاجه)"
0.0,"(لما, اجيبها, اعرف, .)"
0.0,"(ح, ابوسها)"
0.0,"(مش, اروح, البيت, تانى, وأسكن, فيها)"
0.0,"(هروح, ابيعها, واشتري, بتمنها, bmw, 😃)"
0.0,()
0.0,()
0.0,()
0.0,"(يعني, من, سنة)"
0.0,()
0.0,"(الاسود,)"
0.0,"(الاسود,)"
4.0,"(كل, الألوان, تحفه)"
0.0,"(رومادى,)"
-5.0,"(انا, جبت, هيواندىix, أعلى, فئه, وندمان, اوى, اوى, اوى, اوى, اوى, اوى, اوى, اوى, اوى, يارتنى, مجبتها, منه, لله, إلى, كان, السبب)"
-4.0,"(مش, مهم, الكلام, الي, انا, قلته, ينفع, تديني, عربية, هيونداي, اي, موديل, انشلا, يكون, صوت, العربيه, مقرف, ...., :-d)"
0.0,"(مريحه,)"
0.0,"(ايوه, ...فين, بقه, السعاده, دى, ؟؟؟؟, واجيبها, زيرو, ازاى, ؟؟؟؟, وياريت, تكون, ix, اخر, حاجه..)"
0.0,"(عبقالى,)"
0.0,"(الشمال,)"
0.0,"(على, الرصيف)"
0.0,"(هوا, بيبقي, حارات, في, حارة, وانا, بمشي, في, السادسة, هههههه)"
0.0,"(الشمال,)"
0.0,"(شمال,)"
0.0,"(هم, المصريين, عنيهم, ديقه, كده, ليه)"
0.0,()
0.0,()
0.0,()
0.0,"(دى, عندنا)"
0.0,"(عندنا,)"
0.0,"(اعتقد, انها, ماشيه, ف, حوش, عيسي, حتي, عيسي, طالع, ف, الصوره, اهوه)"
0.0,"(اسبانيا, -, برشلونه, -, سيجرادا, فاميليا)"
0.0,"(جميله,)"
0.0,"(بجد, تستاهل, اكتر, من, كدة, عربية, ممتازة, فعلا)"
0.0,"(عربية, تحفة, تستاهل, احسن, جايزة, فى, روعتها, وشياكتها)"
3.0,"(انا, بحب, هيونداى, عشان, سيارتى)"
5.0,"(انا, بحب, هيونداى, علشان, محترمة)"
2.0,"(انا, بحب, هيونداي, عشان, سيارتي, :-d)"
0.0,"(من, اليمين, ولا, من, الشمال؟)"
-4.0,"(انا, بحب, هيونداي, عشان, سيارتي)"
2.0,"(انا, بحب, هيونداى, عشان, الادمن, قلب, جمعة, الشوان)"
-5.0,"(مفيش, في, سوهاج, للاسف)"
0.0,"(روووعة,)"
0.0,"(وااو,)"
0.0,"(ياريت, لو, فيه, تليفون, نستفسر, من, خلاله)"
0.0,"(علي, شان, اسمع, صوت, الخبطه, اذا, خبط, عرييه, ولا, حاجه, وا, الكلام, ده, عن, تجربه)"
0.0,"(عشان, التركيز, يكون, اعلى)"
0.0,"(عشان, اتركز, و, تسمع, الصدمة, و, لأنو, انت, في, مكان, كلو, ناس, ما, بصير, هاي, من, الأخلاق)"
0.0,"(عشان, اسمع, صوت, العربيه, وهى, بتلبس, فى, العربيه, التانيه, بعد, كده, اخد, عربيتى, واقول, يا, فكيك)"
0.0,"(أو, لو, في, ريحه, دخان)"
0.0,"(علي, فكرة, انا, مبوطيش, صوت, الموسيقي, وانا, بركن, ولا, حاجه, 😂)"
0.0,"(علشان, نركز, لو, حد, نادهلنا, نسمع, اي, صوت, تاني)"
4.0,"(ده, موديل, تجريبى, غير, متوفر, بالاسواق, يا, فندم, .., ده, موديل, تجريبى, غير, متوفر, بالاسواق, يا, فندم, .., ده, موديل, تجريبى, غير, متوفر, بالاسواق, يا, فندم, .., هيونداى, هتحرم, تحط, موديلات, تجريبية, تانى, :d)"
0.0,"(حاجه, محترمه, جداا)"
6.0,"(تحفة, بس, لو, باب, تكون, احسن)"
11.0,"(بجد, أكثر, من, رائعة, ممكن, اعرف, سعرها)"
5.0,"(لايك, بس, ده, لايك, وبوسة, كمان, ابداع)"
0.0,"(ماشاء, الله)"
0.0,"(هونداي,)"
0.0,"(كنت, هعيش, دور, بتمان, اكيد)"
2.0,"(مش, ظريفة, خالص)"
4.0,"(رؤؤؤؤؤؤؤؤؤؤعه, جامده, اوى)"
0.0,"(حلوووة,)"
0.0,"(لا, تناسب, كل, لطرقات, بلوطن, لعربي, كل, مطب, اعلى, من, الجبل, ههههه)"
0.0,"(كام, سلندر, كام, cc, سعرها, كام)"
0.0,"(ممكن, السعر)"
0.0,"(ودى, عاوزة, راى, الراى, رايك, والشورى, شورتك, ياهونداى, هههههههههههههههههه, تحفه, طبعا)"
0.0,"(روووعة,)"
0.0,"(حلوه, اوى)"
0.0,"(النبيتي,)"
0.0,"(فضي, اسود)"
0.0,"(السماوي, والفيراني)"
0.0,"(الاحمر, والابيض, يجنن)"
0.0,"(ده, اذواق،وعموما, الست, ألوان, ماشيين, مع, العربية)"
0.0,"(الاحمــــــــــــــر,)"
0.0,"(ازرق,)"
1.0,"(بفضل, الحاره, التانيه, لان, اليمين, بطيئ, والشمال, سريعه, وعلشان, لو, فى, حاجه, مفاجأه, اكون, جاهز, بأذن, الله)"
-2.0,"(هنا, اه, ٣, بس, بيبقوا, ١٠, #ارحمونا)"
2.0,"(ينفع, نوقف, المطر, احسن)"
2.0,"(فكره, حلو, اتمنى, من, غبور, عمل, الغطاء, ده)"
0.0,"(والمرور, هيسيبك, في, حالك؟؟)"
-2.0,"(وحش, جدا, وفالاخر, هغسل, العربيه, والفرش, كمان)"
0.0,"(هههههههههههههههه, ههههههههههه, ناقصه, كده, كمان., دي, تبقي, كملت)"
0.0,"(متنفعش, تمشى, فى, شوارع, القاهره.)"
0.0,"(ودي, هانجيب, لها, طريق, منين)"
0.0,"(لو, طلعت, مطب, مش, هتنزل, :d)"
0.0,()
-5.0,"(خرا,)"
0.0,"(الأسود, والموكه)"
0.0,"(الابيض, والاسود)"
0.0,"(الابيض,)"
0.0,"(الاحمر,)"
0.0,"(واااااااااااااااااااااااااااو, شيفورليه, كورفييت)"
0.0,"(كلهم, وليس, جميعهم)"
0.0,"(االيمين, او, الحاره, الي, في, النص)"
-3.0,"(بلاش, استهبال)"
0.0,"(h, يعني, كل, جديد, انا, بحبها)"
4.0,"(بالعكس, شكلها, بيبقی, فشيخ, ف, المطر)"
1.0,"(لو, سمحت)"
0.0,"(روعه, بس, شوارع, مصر, وحشه)"
0.0,"(هيا, رووووووووووعة, بس, ما, تنفعش, فى, مصر, خااااااااااااااااااااااااااااااااااااااااااااالص)"
0.0,"(ودي, هتمشي, ف, مصر, ازاي, :d)"
0.0,"(مينفعش, ف, مصر)"
0.0,"(الاسود, و, الفضى)"
0.0,"(الموكا,)"
0.0,"(السلفروالذهبي,)"
0.0,"(احمر,)"
0.0,"(الابيض,)"
0.0,"(هي, حارات, بس, احنا, كمصريين, بنعملهم, حاره, وانا, بسوق, في, الشمال, لان, ال, التانيين, للاخوه, سواقين, الميكروباص)"
0.0,"(فى, الوسط, فى, كل, الاوقات)"
0.0,"(طيب, ما, تنزل, صورة, للبلد, اصلا, للحارات, ال, ., .., :-))"
-1.0,"(عشان, يبقي, فيه, تركيز, اكتر, واحساس, بالمكان, اللي, حواليا, اكتر, لو, الحواس, كلها, اشتغلت, بيبقي, فيه, خلل, ف, الاخر, غير, مقصود)"
0.0,"(علشان, الصوت, العالي, بيؤثر, ع, السمع, والبصر, بشكل, مباشر, 😊)"
0.0,"(هههههههه, هههههههه, هههههههه, وربنا, بتحصل, معايا, كتير)"
0.0,"(علشان, التركيز, يزيد, ....)"
0.0,"(عشان, ليه, لا)"
0.0,"(هبيعها..،،،،،,)"
0.0,"(هبات, فيها)"
0.0,"(وهفكها, واجيب, عربيتين, بس, بعد, ماتصور, بيها)"
0.0,"(بس.جنسس.,)"
0.0,"(اكيد, هاشكر, ربنا, علي, النعمه, دي, وادعو, الله, عز, وجل, ان, يحميها, ويحميني, بيها)"
0.0,()
0.0,"(من, ٣, ابتدائى)"
0.0,()
-2.0,"(مش, حلوه, الكارنزاحلي)"
0.0,"(هتفرق,)"
0.0,"(توسان, الجديدة)"
0.0,"(النترا,)"
0.0,"(سنتاافي,)"
0.0,"(انا, مسوقتش, غير, فيرنا, ولسه, معاياا.....الحمدلله)"
0.0,"(اكسيل, وكانت, الذ, عربيه, بمعنى, الكلمه)"
1.0,"(كرايزلار,)"
0.0,"(النترا, 💜)"
0.0,"(الاسود, والبيج)"
0.0,"(الاسود,)"
0.0,"(البرونزي,)"
0.0,"(موكا,)"
0.0,"(اللون, الموكه)"
0.0,"(احمر, واسود)"
4.0,"(الست, ألوان, تحفه)"
-1.0,"(بشكلها, الجديد, صراحة, دلوقتى, بقت, عربية, كل, المصريين, رغم, انى, معنديش, عربية, بس, ربنا, يرزقنى, وهشترى, هيونداى)"
0.0,"(هيونداي, i, بكام, منيوال)"
0.0,"(النترا,)"
6.0,"(رائع,)"
2.0,"(جامد,)"
-7.0,"(واااااااااااااااااااااااااااااااااااااااااااااااااو,)"
0.0,"(الملك, لله)"
0.0,"(ممكن, اعرف, طرق, وانظمة, التقسيط, الاكسنت, rb, لو, المقدم, الف)"
0.0,"(هتتشقلب, والا, ايه)"
2.0,"(rd, المنول, اول, فه, تعمل, كام, مع, جزيل, الشكر)"
4.0,"(ياسلام, لو, العربية, عليت, شوية, كمان, عن, الأرض, و, وش, العربية, خد, مسحة, ل, جوه, شوية, زي, الفيرنا, كده, هيبقا, شكلها, تحفة)"
0.0,"(يا, جماعه, لسه, تجريبى)"
2.0,"(بصراحه, روعه)"
4.0,"(حلوه, قوي)"
0.0,"(اه, الجمال, ده)"
0.0,"(اكسنت,)"
1.0,"(ممكن, بعد, ازنك, انا, معايا, النترا, عايز, اعرف, السيور, بتاعه, المكنه, بتتغير, علي, كام, كيلو, هي, وزيت, الفتيس, ارجو, الرد, وشكرا)"
0.0,"(اكسنت, وفيرنا, نيو, اكسنت)"
0.0,"(فولكس, خنفسه)"
2.0,"(معايا, الفضى, كويسة)"
0.0,"(الاسود, والفراني, والابيض)"
0.0,"(طبعا, النترا)"
0.0,"(النترا, طبعا)"
-2.0,"(غريب,)"
2.0,"(كتيييير, حلو)"
0.0,"(احلى, كيا)"
2.0,"(برافو, على, المجهود, والف, مبرةك, السيارة, الجديدة)"
0.0,"(في, توكيل, ابو, رواش, في, الصيانه, اشتكيت, من, بعض, المشاكل, في, العربيه, وبعد, الصيانه, المشاكل, موجوده, العربيه, ix)"
0.0,"(قلبى, حاسس, انكم, هتعملوا, مفاجائة, حلوة, وتعملولنا, خصم, الاف, جنيه, على, كل, العربيات, عشان, الاسعار, تعبتنا, ومش, قادرين, نشترى, ولو, عملتوا, كده, فعلا, يبقى, بتقدرو, الناس, اللى, بتحبكم, وبتحافظو, عليهم)"
0.0,"(ممكن, يلاقي, رواج, في, السوق, الأمريكي, ...)"
0.0,"(السلام, عليكم, تجربتى, مع, شراء, سيارة, هيونداى, جراند, اى, من, معرض, توكيل, هيونداى, مصر, حلوان, الزراعى, تجربة, مريرة, لقد, قابلت, الاستاذ, اشرف, فوزى, مسئول, عن, المبيعات, وقد, اتفقت, على, شراء, السيارة, بموافقة, بنكية, من, بنك, عودة, +, الباقى, كاش, وتم, دفع, المبلغ, واجراءات, الموافقة, البنكية, وطلب, منى, شيك, شخصى, بمبلغ, الف, جنيه, كضمان, حتى, تاتى, موافقة, البنك, واكد, لى, انه, لن, يتم, صرف, الشيك, ولذيادة, التاكيد, طلبت, مدير, الفرع, الاستاذ, محمد, جنينة, الذى, اكد, انه, لن, يتم, صرف, الشيك, وبعد, ان, استلمنا, السيارة, وقدمنا, الموافقة, البنكية, من, بنك, عودة, فوجئت, بانه, تم, صرف, الشيك, زيادة, عن, ثمن, السيارة, وحينما, طلبت, ...)"
0.0,"(جميله, بصراحه)"
0.0,()
0.0,()
0.0,()
0.0,()
0.0,()
0.0,()
0.0,()
1.0,"(سييبك, انت, الميني, كوبر, حلوة, مفيش, كلام)"
0.0,"(عشان, يعرف, يركز, =))"
-1.0,"(ايوه, فعلا, وبرضه, بنوطي, الصوت, لما, الطريق, بيقف, مره, وحده)"
0.0,()
0.0,()
0.0,()
0.0,()
0.0,"(حجرب, تقنية, بتعتها, في, السواقة)"
0.0,"(هاطلع, المريخ)"
0.0,"(هشتري, معاها, مرسيديس, c, وbm, li, واحطهم, ف, الجراج, واروح, بيهم, الحسهرات)"
0.0,"(سنين,)"
0.0,"(سنه٥ابتدائي,)"
0.0,"(ثواني, هفتح, المندل, وهاجي, اقولكم, نوعها)"
0.0,"(هيونداى, ix, موديل)"
0.0,"(هينداى, اأكسل)"
0.0,"(فيرنا, موديل, ٢٠٠٧)"
0.0,"(هوينداي, سوناتا, فى, جاتا)"
0.0,()
0.0,"(٢٥, عربية)"
0.0,"(٢٥, عربية)"
0.0,"(بس, اية, الفايدة, لما, اجاوب, يعنى)"
0.0,"(واحده,)"
0.0,"(انا, معايه, ماتريكس, معاقين, وارد, ألمانيا, فبريكا, بره, وخوه, بها, أرباج, وايبى, اس, فرامل, وتكييف, عاوز, اعرف, مخلصا, حظر, عاوز, اعرف, بكام)"
0.0,"(عاوز, اعرف, انا, اشترت, سيارة, اكسنت, مودال, مبلغ, اللون, نبيتى, ممكن, اعرف, اللون, شكلة, لية)"
0.0,"(عايزين, تحديث, للموقع, الرئيسي, مثلا, مافيش, ix, نفس, المعلومات, والصور, من, ٢٠١٣, ماتغيرتش)"
0.0,"(صح, جدا)"
0.0,"(دا, انت, بتلاقي, العربيات, بتبوس, اكصدامات, بعض)"
0.0,"(بكام, ix)"
6.0,"(سعر, الماتريكس, كام, من, فضلك, وهل, متاح, موديلات, سابقة, على, الزيرو, -, -, -----, والأسعار, إيه, من, فضلك, ياريت, إفادة, مفصلة, لأن, الكول, سنتر, ما, فيهوش, معلومة, كافية)"
0.0,"(سياره,)"
0.0,"(عربية,)"
0.0,"(٢٥, عربية)"
0.0,"(معا, لى, ا, لبا, شا, لو, سمحت, حضرتك, عا, وز, اشترى, فيرنا, من, الفئة, الثا, نية, جى, لأ, اس, مود, يل, منول, الد, فع, %, من, الثمن, ممكن, التواصل, موبيل, --, انا, جا, د, فى, طلبى, للتواصل, فورى, عن, طريق, توكيل, غبور, وشكرا)"
6.0,"(هو, انتوا, ليه, ما, بتردوش, الا, على, الاسئلة, اللى, على, مزاجكو, انا, غلطان, انى, عملتكو, اعجاب, هعمل, حذف, حالا, ومش, عاوز, أشوف, وشكوا, تانى, على, حسابى, وهنزل, ابيع, عربيتى, الفيرنا, حالا, ومش, عاوز, اى, عربية, هيونداى, وهشترى, كيا, ريو, اجمل, وأحسن, من, أى, فيرنا, وأكسنت)"
0.0,"(وياريت, حد, بيبص, فيها, قبل, ميجى, يمين, او, شمال)"
1.0,"(لو, سمحت, عايز, اعرف, سعر, الالنترا, في, عرض, العيد, كل, الفئات)"
0.0,"(عايز, اشترى, عربية, ix, الفيه, التالتة, بكام, واية, الخصم, وياريت, تكلمونى, على)"
0.0,"(ممكن, اسأل, الادمين, هو, أمته, حتغيروا, شكل, الفيرنا, وهل, ممكن, تنزل, بفرامل)"
0.0,"(انتوا, مردتوش, ليه, عليا, في, سؤالي, ؟)"
0.0,"(فيه, نبيتى)"
0.0,"(سعر, الفيرنا, أوتوماتيك, كام, لوسمحت؟, وهل, متوافرة, ولا, فى, فترة, حجز)"
-2.0,"(عاوز, اعرف, سعار, اكسنت, بكام, كاش, عاوز, عرف, اللون, لية)"
0.0,"(عايز, اشترى, فيرنا, كسر, زيرو, من, غبور, قسط, او, قاش)"
0.0,"(و, الله, یا, حضرات, غبور, توكيل, محترم, جدا, انا, بتعامل, ویاه, منذ, سنوات, ومن, أفضل, ما, عنده, خدمة, ما, بعد, البيع, (الصيانة), وبعد, ما, تأخذ, ميزة, السيارة, فی, الاستخدام, النظيف, تلاقي, سعرها, فيها, اذا, فكرت, في, البيع)"
4.0,"(لو, تكرمت, الفيرنا, نزل, منه, ولا, لسه, وعامله, كام, الكامله, ولك, جزيل, الشكر)"
0.0,"(لو, سمحت, عايز, اعرف, سعر, الاكسنت, بكام, وال, بكام, الفئه, اللي, فيها, فتحه, سقف, وفوجات, وطاره, مالتي)"
0.0,"(الفرنا, علية, خصم, ياريت, اعرف, السعر, بعد, الخصم)"
-5.0,"(ياريت, تبطلو, كدب, عشان, ما, فيش, خصومات, علي, السيارات)"
0.0,"(عاوز, اعرف, عرض, العيد, كام, على, الالنترا, وهى, كانت, بكام, وبعد, الخصم, كام)"
0.0,"(ممكن, القلى, فرنا, مستعملة, ارجو, الفائدة)"
0.0,"(ix, مستعمله, بكام)"
-13.0,"(والله, حرام, عليه, غبور, لما, الواحد, يشتري, منه, عربية, جيلي, وبعدها, يجي, يبيعها, عند, غبور, يخسف, بثمنها, الارض, وتكون, جديدة, وموديل, وعايز, يشتريها, برخص, التراب, طيب, ليه, بتبيعوا, الصيني, غالي, وفي, اعادة, البيع, ملهاش, ثمن, حرام, عليكوا, فلوس, الناس, لعبة, عندكوا, محدش, يشتري, جيلي, من, غبور, ملهاش, سعر, بعد, ما, تشتريها, حتخسر, فلوسك, حسبي, الله, ونعم, الوكيل, في, غبور)"
0.0,"(هل, يوجد, مستعمل, لديكم, ؟؟)"
0.0,"(انا, عاوز, اعمل, صيانة, العشرين, هل, في, عروض, في, رمضان)"
0.0,"(الصيف, دخل, من, زمان)"
-1.0,"(طيب, حاضر, مش, هنسى, ..., بس, أنا, معنديش, عربية, !!!)"
0.0,"(سعر, هيونداى, فيرنا, gls, مانيوال, بعد, الخصم, كام, الان)"
0.0,"(هي, هوينداي, دي, بكام)"
0.0,"(لو, سمحت, في, تغير, في, فيرنا, لا, نفس, موديلات, القديمه, وسعرها, كام, شكرا, لك)"
0.0,"(هي, اللنترا, تقفيل, مصري, ،, والاكسنت, ايضا؟؟؟)"
0.0,"(عامله, كام, جنط, وفتحه, سقف)"
-2.0,"(عاوز, عربيه, كسر, زيرو, متاحه, عندكم)"
0.0,"(ربنا, يوعدجنا, بسياره, هونداي)"
0.0,"(عربيتى, بس, فيرانى, مش, فضى😊)"
0.0,"(انامش, عارف, بتخافه, تكتبوا, اسعار, العربيات, ليه, احنا, عارفين, انها, مولعة, واحيانا, كثيرة, تكتبون, اسعار, ونظام, تقسيط, لا, تطبقونه, ابدا, احد, المعارض, المشهورة, اول, كلمة, قالهالى, انسى, كل, المكتوب, فى, الاعلان, وقال, كلام, مختلف, تماما, ارجوكم, الصدق, والوضوح, والشفافية, وبيان, كل, شي, ولا, تنسوا, ان, الصدق, يهدي, الى, البر, والبر, يهدي, الى, الجنة)"
0.0,"(هو, فى, منها, abs)"
0.0,"(قسم, المستعمل, يوجد, به, امكانية, التقسيط, ارجو, الافادة)"
1.0,"(لو, سمحت, سعر, الجراند, كام, بعد, خصم, رمضان, ؟؟)"
0.0,"(سعر, هيونداى, فيرنا, الكامله, زجاج, فاميه, كام)"
0.0,"(هيواندى, فيرنا, عليها, خصومات)"
1.0,"(لو, سمحت, سعر, الالنترا, ايه, و, ايه, الاوبشون, ايه, بالظبط)"
3.0,"(عندى, ماتريكس, الجنوط, الأمامية, بتسخن, جدا, (لا, يمكن, اللمس), خاصة, فى, الزحام, الفرامل, سليمة, تماما, ومش, قافش, رجاء, تفسير, ذلك, وأقرب, مركز, صيانة, من, م, نصر)"
0.0,"(في, هيواندى, الف)"
0.0,"(verna, star, gls, mt, هى, دى, كده, فول, اوبشن, ؟, وايه, الفرق, بينها, وبين, verna, gls, mt)"
0.0,"(لو, سمحت, محتاج, فيرنا, تقسيط, بصوره, البطاقه, او, الاستعلام, عن, منزل, ملك, متوفر, معايا, الف, مقدمه, ممكن, برجاء, الرد)"
1.0,"(لو, سمحت, ممكن, اعرف, مكان, الوكيل, في, القاهره, او, الشرقيه, اثنين, سعر, النتنرا)"
0.0,"(لو, سمحت, عندى, نيو, اكسنت, اتوماتيك, وعاوز, الكاتلوج, بتاعها)"
0.0,"(والله, حرام, عليه, غبور, لما, الواحد, يشتري, منه, عربية, جيلي, وبعدها, يجي, يبيعها, عند, غبور, يخسف, بثمنها, الارض, وتكون, جديدة, وموديل, وعايز, يشتريها, برخص, التراب, طيب, ليه, بتبيعوا, الصيني, غالي, وفي, اعادة, البيع, ملهاش, ثمن, حرام, عليكوا, فلوس, الناس, لعبة, عندكوا, محدش, يشتري, جيلي, من, غبور, ملهاش, سعر, بعد, ما, تشتريها, حتخسر, فلوسك, حسبي, الله, ونعم, الوكيل, في, غبور)"
0.0,"(هو, الخصم, ده, معمول, للسيارات, الجديدة, ولا, لاصحاب, السيارات, القديمة)"
0.0,"(برجاء, تحديد, معرض, لديه, i, هاتشباك, ..جراند, ..فى, مدينة, نصر, او, مصر, الجديدة, ....قيل, لى, فى, بعض, المعارض, تعالى, ..وعندما, اذهب, لا, اجد, شئ, ؟؟؟, وشكرا)"
1.0,"(لو, سمحت, عايز, اعرف, هيونداي, جينيسس, بكام؟, وبيجي, فيها, ستائر, وامكنياتها, كلها, ايه)"
0.0,"(انا, عايز, اعرف, سعر, سيارة, هونداي, النترا, الي, فيها, رنجات, ووكشاف, الي, في, الامام, ولمبة, بتاعت, الاشارات, الي, في, المراية, بكام, السعر)"
0.0,"(من, فضلكم, ممكن, تقسيط, السيارات, بدون, مقدمات, لشركة, تأجير, سيارات, ., وشكرا)"
2.0,"(جامد, بس, عايزه, تعلى, من, الارض)"
0.0,"(نفس, لون, الاسعاف)"
0.0,"(رائع, بس, عايزه, تعلي, من, علي, الرض)"
0.0,"(الالوان, مش, متناسقه)"
0.0,"(ممكن, الابيض)"
1.0,"(ممكن, عرض, اسعار, هيونداى, ونظام, التقسيط, والمقدم, ورقم, التليفون, للتواصل, وشكرا)"
1.0,"(لو, سمحت, سعر, الاكسينت, ار, بي, هاتشباك, فالعرض, كام)"
0.0,"(سعر, النترا, بعد, الخصم؟)"
0.0,"(أسعار, الجراند, i, مانيوال, و, اوتوماتيك, فى, العرض, لو, سمحت؟)"
0.0,"(ممكن, اعرف, الفيرنا, زجاج, فاميه, بكم, بعد, الخصم)"
6.0,"(اسعار, بتبدء, من, كم, وهل, في, قسط, واول, قسط, كم, واخر, قسط, كم)"
0.0,"(هل, النترا, بتنزل, بزجاج, ملون, جانبي)"
1.0,"(السلام, عليكم, في, تقسيط, مباشر, لو, سمحت)"
0.0,"(لون, السياره, المعروض, فى, الصوره, مش, متوفر, فى, اى, مكان, ،،،, ليه؟؟؟؟؟)"
0.0,"(اشتري, النتراولا, بلش)"
0.0,"(سعرها, كام, ؟)"
0.0,"(و, مدي, امان, عربية, من, غير, نظام)"
0.0,"(مطلوب, سيارة, موديل, في, حدود, الف, واﻻهم, اتوماتيك)"
0.0,"(دة, شكل, جديد, ؟)"
0.0,"(السعر, كام)"
0.0,"(بكام,)"
0.0,"(كام, سعر, الفول, اوبشن)"
0.0,"(ممكن, سعر, الاكسنت, هاتشباك)"
6.0,"(كل, عام, وانتم, بخير, من, فضلك, اريد, اشترى, سياره, i, اتوماتيك, هاتشباك, موديل, وانا, من, بنى, سويف, لو, سمحت, السعر, كام, وهل, هناك, عرض)"
0.0,"(سعر, النترا, الفئة, الثالث, بعد, خصم, شهر, رمضان, كام)"
0.0,"(ماهي, تكلفة, صيانة, فيرنا, بالتوكيل, بعد, كيلو)"
0.0,()
0.0,"(ممكن, ادخل, عربية, هيونداى, موديل, ف, اخرى, جديدة)"
0.0,"(بعد, التحيه, محتاج, احجز, سياره, ix, الفئه, الرابعه, موديل, اللون, ابيض, لؤلؤى, الشراء, كاش, ما, الخطوات, المطلوبه, لأستفيد, من, الخصم, الخاص, بشهر, رمضان, ومتى, استلم, والسعر, كام, بعد, الخصم, واتجه, إلى, أين, برجاء, التواصل, معى, على, تليفون)"
0.0,"(لو, سمحتم, سعر, اكسنت)"
0.0,"(انا, عايز, اعرف, سغر, اكسنت, rb, الاتوماتك)"
0.0,"(العرض, ده, متوفر, لل, اى, ؟و, ان, كان, ف, السعر, كان, كام, و, بقى, كام, ؟, و, ايه, انظمة, التقسيط, ؟)"
0.0,"(السلام, عليكم, انا, عايز, النترا, وهدفع, ومش, عايز, تامين, يا, تري, ينفع, ارجوا, الرد, عشان, معايا, النترا)"
0.0,"(معايا, عربية, اكسنت, عادة, الواحد, لو, حابب, يشدها, من, الالف, الي, الياء, عندكم, تقريبا, التكلفة, كام, وتكون, شدة, مصنع)"
0.0,"(نسيتم, الفيبر, هههههههههههههههه)"
1.0,"(السعر, كام, والسقسيط, كام, %, لو, سمحت)"
10.0,"(العربية, ممتازة, عربية, تحفة, فخمة, من, الدخل)"
0.0,"(نفسي, اشوف, هيونداي, سنتال, في, مصر., ..)"
2.0,"(من, فضلك, انا, استلمت, العربية, دى, من, ايام, وصوت, الموتور, عالى, ياترى, ده, عادى, لانها, جديدة, وبعد, هيهدى, ولا, فى, حاجه, غلط, وايه, السرعة, ال, مفروض, نمشي, عليها, في, فترة, التليين, وشكراً)"
0.0,"(ممكن, اعرف, سعر, اليوم, للسيارة, ix, الفئه)"
0.0,"(يارب, ارزقنى, سيارهix)"
1.0,"(شكرا, ستار, والت, ..., الشحن, وصل)"
0.0,"(عايزة, أكون, من, عملاء, هيونداي, ......, أسعار, i)"
2.0,"(ماتقولو, السعر, ولا, خايفين, تعلنو, عنه, السوبارو, السوافف, احسن, منها, وااقل, منها, في, السعر, كفاية, اسمها, سوبارو)"
0.0,"(ممكن, اعرف, ارقام, توكيل, فيرنا)"
1.0,"(لو, سمحت, احنا, جبنا, ix, موديل, الفئة, الرابعة, فا, كنت, عايز, اعرف, فيها, ولا, لا)"
0.0,"(انا, معايه, النتر)"
0.0,"(انا, معايه, ix, هايله, وعايزه, الستيكر, ده)"
0.0,"(انا,)"
0.0,"(اناااااااااا,)"
0.0,"(انا, نفسي, الاقى, عربيتى, مسروقه, بقلها, سنتين, النترا, الجديده)"
0.0,"(أنا, بس, هي, فين, العربيه)"
0.0,"(سيارة, الرفاهيه, والاناقه, هونداي)"
0.0,"(ادوني, واحدى, فرنا, وانا, الصف, عليها, الاستيكر)"
0.0,"(انا, معايا, جراند)"
0.0,"(أنا, معايا, ix, رايقه)"
9.0,"(انا, معايا, جميله, ومريحه, وعملت, صيانه, ال, خدمه, ممتازه, ..., انا, حظى, سعيد, انى, راكب, هيونداى)"
0.0,"(بكام, الاوتوماتيك, منها, ؟؟؟؟؟؟)"
